FacilityID;NationalID;FacilityName;StreetName;BuildingNumber;PostalCode;City;CountryName;Lat;Long;CompetentAuthorityName;MainIAActivityCode;MainIASectorName;MainIAActivityName;MainIASubActivityName;MainActivityIndicator;ReportingYear;PollutantName;PollutantGroupName;TotalQuantity [kg/year];ReleaseMediumName
43561;03-09-09261732970;KRONOS TITAN GmbH Werk Nordenham;Titanstr.;1;26954;Nordenham;Germany;53.53068437;8.546741045;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;143000000;Air
158120;14-70-51322590000;Sachsenmilch Leppersdorf GmbH;An den Breiten -;1;1454;Wachau;Germany;51.15115992;13.97920473;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;142000000;Air
174817;06-05-900-0840277;Calcis Warstein GmbH & Co. KG;Rangetriftweg;108;59581;Warstein;Germany;51.43610041;8.374991541;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;140000000;Air
46069;06-09-700-0500-0001;Müllheizkraftwerk Kempten;Dieselstr.;20;87437;Kempten (Allgäu);Germany;47.75886348;10.31910309;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;140000000;Air
46218;06-10-0078532;AHKW Neunkirchen;Am Blücherflöz;12;66538;Neunkirchen;Germany;49.33814164;7.168402938;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;139000000;Air
56260;07-01-690093;Biomasse Heizkraftwerk Siegerl GmbH;Graf-Zeppelin-Str.;2;56479;Liebenscheid;Germany;50.70241658;8.073182102;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;139000000;Air
233088;06-09-771-0027-0001;Pfeifer Holz GmbH - Werk Unterbernbach;Mühlenstraße;7;86556;Kühbach;Germany;48.49366401;11.18268;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;137000000;Air
44067;06-05-300-0261171;Zanders GmbH;An der Gohrsmühle;25;51465;Bergisch Gladbach;Germany;50.98890726;7.127073466;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;137000000;Air
46497;13-50-138;GuD HKW;Warliner Str.;22;17034;Neubrandenburg;Germany;53.56147966;13.29588114;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;136000000;Air
237253;03-10-10100029340;Kämmerer Energie GmbH;Römereschstraße;33;49090;Osnabrück;Germany;52.29629628;8.023455333;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;136000000;Air
43439;03-06-06277201660;Smurfit Kappa Hoya Papier und Karton GmbH;Von-dem-Bussche-Straße;1;27318;Hoya;Germany;52.81137987;9.150202248;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;136000000;Air
44459;06-05-700-9073508;Stadtwerke Bielefeld GmbH;Niedernholz;23;33699;Bielefeld;Germany;51.99965716;8.615154605;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;136000000;Air
2443;06-08-1479296;Papierfabrik Palm GmbH & Co.KG;Neukochen;10;73432;Aalen;Germany;48.82387228;10.1175831;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;135000000;Air
74340;06-11-01-1105502;Vattenfall  Wärme Berlin AG  HKW Marzahn;Rhinstr.;70;12681;Berlin;Germany;52.52339816;13.52210357;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;135000000;Air
45168;07-05-8153238;Südzucker AG Werk Offstein;Wormser Str.;11;67283;Obrigheim (Pfalz);Germany;49.60196893;8.219310705;Umweltbundesamt;8.(b);Animal and vegetable products from the food and beverage sector;Treatment and processing intended for the production of food and beverage products from:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;134000000;Air
45878;06-09-374-0001-0001;Erdgasverdichterstation MEGAL Waidhaus;Frankenreuth;76;92726;Waidhaus;Germany;49.65519271;12.51367124;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;133000000;Air
46063;06-09-679-0057-0002;Südzucker Werk Ochsenfurt;Marktbreiter Straße;74;97199;Ochsenfurt;Germany;49.66663651;10.08015833;Umweltbundesamt;8.(b);Animal and vegetable products from the food and beverage sector;Treatment and processing intended for the production of food and beverage products from:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;133000000;Air
45158;07-05-8030815;SWK Stadtwerke Kaiserslautern Versorgungs-AG;Karcherstr.;28;67655;Kaiserslautern;Germany;49.43496805;7.760872394;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;133000000;Air
45063;07-01-599149;Solvay & CPC Barium Strontium             GmbH & Co KG;Am Güterbahnhof;-;53557;Bad Hönningen;Germany;50.51121022;7.316148477;Umweltbundesamt;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;131000000;Air
44791;06-05-900-9103527;Remondis Production GmbH;BRUNNENSTRASSE;138;44536;LÜNEN;Germany;51.62193392;7.469104053;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;130000000;Air
297370;16-71-31400103005;Heizkraftwerk Gera-Nord;De Smit-Strasse;18;7545;Gera;Germany;50.90448347;12.06317728;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;128000000;Air
104958;01-50-02000282800;Müllverbrennung Kiel GmbH & Co. KG - Müllheizkraftwerk Kiel;Theodor-Heuss-Ring;30;24114;Kiel;Germany;54.30732536;10.11106695;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;128000000;Air
44798;06-05-900-9139027;Biomasseheizkraftwerk Bergkamen;Ernst-Schering-strasse;10;59192;Bergkamen;Germany;51.62108651;7.629757042;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;126000000;Air
46849;12438;EUROGLAS GmbH;Dammühlenweg;60;39340;Haldensleben;Germany;52.27442466;11.44018309;Umweltbundesamt;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;122000000;Air
74670;14-70-52316700250;EVC 2 EnergyCenter Wilschdorf;Ringstr.;3;1468;Moritzburg;Germany;51.12636389;13.71277349;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;122000000;Air
43484;03-07-07244473830;Nordzucker AG Werk Nordstemmen;Calenberger Str.;36;31171;Nordstemmen;Germany;52.17090492;9.795063322;Umweltbundesamt;8.(b);Animal and vegetable products from the food and beverage sector;Treatment and processing intended for the production of food and beverage products from:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;122000000;Air
44034;06-05-300-0072412;Pfeifer & Langen GmbH & Co. KG Werk Euskirchen;Bonner Straße;2;53879;Euskirchen;Germany;50.65877185;6.81023299;Umweltbundesamt;8.(b);Animal and vegetable products from the food and beverage sector;Treatment and processing intended for the production of food and beverage products from:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;122000000;Air
293125;06-59941210414;Biomasseheizkraftwerk;Deponiestr.;14;65207;Wiesbaden, Stadt;Germany;50.04530344;8.262898477;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;121000000;Air
174751;06-05-100-0042820;FS Karton GmbH;Düsseldorfer Str.;182 - 184;41460;Neuss;Germany;51.21865857;6.692124378;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;121000000;Air
45137;07-04-6048443;Grace GmbH;In der Hollerhecke;1;67547;Worms;Germany;49.66461149;8.35900313;Umweltbundesamt;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;- Non-metals, metal oxides or other inorganic compounds;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;121000000;Air
45002;06-50940010414;InfraServ (Kalle-Albert);Rheingaustraße;190-196;65203;Wiesbaden, Stadt;Germany;50.03542969;8.247759201;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;121000000;Air
46830;11975;Pfeifer & Langen GmbH & Co. KG, Werk Könnern;An den Sieben Stücken;-;6420;Könnern;Germany;51.69595739;11.75695476;Umweltbundesamt;8.(b);Animal and vegetable products from the food and beverage sector;Treatment and processing intended for the production of food and beverage products from:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;120000000;Air
45913;06-09-400-1434-0001;MHKW Coburg;Glender Str.;30;96450;Coburg;Germany;50.28528837;10.95486873;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;118000000;Air
45699;06-09-161-0102-0001;AUDI AG;Ettinger Straße;-;85045;Ingolstadt;Germany;48.79023374;11.41780619;Umweltbundesamt;9.(c);Other activities;Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;115000000;Air
74651;14-70-00040252025;EVC Dresden-Wilschdorf /Reichenberg;Ringstr.;3;1468;Moritzburg;Germany;51.12740768;13.71283022;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;114000000;Air
74336;06-10-00105354;Gas- und Dampfturbinenanlage;Untertürkheimer Str.;5;66117;Saarbrücken;Germany;49.21366734;6.978179572;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;114000000;Air
44659;06-05-900-0163177;INEOS Solvents Germany GmbH - Werk Herne -;Shamrockstraße;88;44623;Herne;Germany;51.53418171;7.214315428;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;112000000;Air
45848;06-09-279-0013-0001;BMW Werk Dingolfing 02.40;Karl-Dompert-Straße;7;84130;Dingolfing;Germany;48.64747758;12.46593184;Umweltbundesamt;9.(c);Other activities;Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;111000000;Air
45793;06-09-187-4048-0001;HBB Heizkraftwerk Bauernfeind Betreibergesellschaft mbH;Rosenheimer Straße;37;83064;Raubling;Germany;47.79597862;12.11833025;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;111000000;Air
174904;06-09-100-2077-0001;Heizkraftwerk Altenstadt GmbH & Co. KG;Triebstr.;90;86972;Altenstadt;Germany;47.79751704;10.85914082;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;110000000;Air
43916;06-05-100-0866675;Verallia Deutschland AG;Ruhrglasstraße;50;45329;Essen;Germany;51.5300371;6.995643748;Umweltbundesamt;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;110000000;Air
74198;06-08-34064722;Kraftwerk Grenzach-Wyhlen  KGW GmbH;Rheinallee;37;79639;Grenzach-Wyhlen;Germany;47.5475068;7.662699478;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;109000000;Air
46446;13-40-1300408;Heizkraftwerk Energieversorgung Schwerin;Pampower Straße;50;19061;Schwerin;Germany;53.57777706;11.39653263;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;108000000;Air
45172;07-05-8173869;Ardagh Group Werk Germersheim;Schauensteiner Str.;1;76726;Germersheim;Germany;49.23310953;8.374906979;Umweltbundesamt;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;107000000;Air
44199;06-05-300-9046923;Currenta GmbH & Co. OHG;CHEMPARK;Dormagen;41538;Dormagen;Germany;51.07523002;6.837667031;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;106000000;Air
44607;06-05-900-0071172;thyssenkrupp Hohenlimburg GmbH Warmwalzwerk;Oeger Str.;120;58119;Hagen;Germany;51.34569858;7.592023683;Umweltbundesamt;2.(c);Productiona and processing of metals;Installations for the processing of ferrous metals;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;106000000;Air
44684;06-05-900-0235202;AMK Abfallentsorgungsgesellschaft des Märkischen Kreises mbH;GIESESTR.;10;58636;ISERLOHN;Germany;51.39629471;7.694113505;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;104000000;Air
74097;06-05-900-0888950;RWE Generation SE, Region Kundenkraftwerke HKW Dortmund;Weißenburger Str.;70;44143;Dortmund;Germany;51.52014577;7.478487422;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;104000000;Air
46247;06-11-01-1105603;Vattenfall Wärme Berlin AG  HKW Charlottenburg;Am Spreebord;5;10589;Berlin;Germany;52.5220612;13.30878617;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;104000000;Air
43240;06-02-B71815A005;AVG Abfall-Verwertungs-Gesellschaft mbH SAV und CPA;Borsigstrasse;2;22113;Hamburg;Germany;53.53156778;10.0717072;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;103000000;Air
3142;06-10-0079761;NEUE HALBERG-GUSS GmbH;Kirchstraße;16;66130;Saarbrücken;Germany;49.21041703;7.035872844;Umweltbundesamt;2.(d);Productiona and processing of metals;Ferrous metal foundries;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;103000000;Air
46287;12-10651670000;H.E.S. Hennigsdorfer Elektrostahlwerke GmbH;Wolfgang-Küntscher-Straße;18;16761;Hennigsdorf;Germany;52.65326784;13.211427;Umweltbundesamt;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;102000000;Air
44670;06-05-900-0189517;Hagener Entsorgungsbetrieb HEB GmbH;Am Pfannenofen;39;58097;Hagen;Germany;51.37760265;7.470674478;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;102000000;Air
45143;07-04-6100969;Boehringer Ingelheim Pharma GmbH & Co.KG;Binger Str.;173;55218;Ingelheim am Rhein;Germany;49.97560341;8.044137268;Umweltbundesamt;4.(e);Chemical industry;Installations using a chemical or biological process for the production on an industrial scale of basic pharmaceutical products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;101000000;Air
300786;12-50720000935;GASCADE Gastransport GmbH;An der Birkenpfuhlheide;12;15837;Baruth/Mark;Germany;52.07794074;13.53909515;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;100000000;Air
202142;vl01853961047789;Electrabel  Centrale Knippegroen;Knippegroen;3;9042;Gent;Belgium;51.156857;3.8119082;Vlaamse Milieumaatschappij (VMM);1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;5210000000;Air
14567;vl00069475000114;ARCELORMITTAL BELGIUM - GENT;John Kennedylaan;51;9042;Gent;Belgium;51.176716;3.8143601;Vlaamse Milieumaatschappij (VMM);2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;4110000000;Air
14847;vl01855069000179;TOTAL RAFFINADERIJ ANTWERPEN;Scheldelaan;16;2030;Antwerpen;Belgium;51.26745;4.3216605;Vlaamse Milieumaatschappij (VMM);1.(a);Energy sector;Mineral oil and gas refineries;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;3680000000;Air
14602;vl00112120000187;BASF ANTWERPEN;Scheldelaan,Haven 725;600;2040;Antwerpen;Belgium;51.355602;4.267469;Vlaamse Milieumaatschappij (VMM);4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;3330000000;Air
14731;vl01749024006827;ESSO RAFFINADERIJ;Polderdijkweg,Haven 447;3;2030;Antwerpen;Belgium;51.25771;4.338689;Vlaamse Milieumaatschappij (VMM);1.(a);Energy sector;Mineral oil and gas refineries;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;1880000000;Air
14833;vl01853961001919;ELECTRABEL CENTRALE RODENHUIZE;Rodenhuizekaai;3;9042;Gent;Belgium;51.13446;3.7736719;Vlaamse Milieumaatschappij (VMM);1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;1720000000;Air
15035;W019;CBR sa - Site de Lixhe;RUE DES TROIS FERMES;;4600;LIXHE;Belgium;50.7602;5.6725;Service Public de Wallonie;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;1140000000;Air
15088;W075;BURGO ARDENNES sa;RUE DE LA PAPETERIE;1;6760;VIRTON;Belgium;49.5499;5.5042;Service Public de Wallonie;6.(a);Paper and wood production processing;Industrial plants for the production of pulp from timber or similar fibrous materials;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;1090000000;Air
15042;W026;CARRIERES ET FOURS A CHAUX DUMONT WAUTIER SA;RUE MALLIEUE;95;4470;SAINT-GEORGES-SUR-MEUSE;Belgium;50.5705;5.3703;Service Public de Wallonie;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;1010000000;Air
182171;vl01863518000374;T POWER;Fabrieksstraat,Industriezone Schoonhees 2;12;3980;Tessenderlo;Belgium;51.058117;5.1050854;Vlaamse Milieumaatschappij (VMM);1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;910000000;Air
15092;W080;ELECTRABEL SA - CENTRALE DAMERCOEUR;RUE CHAUW A ROC;6;6044;ROUX;Belgium;50.431;4.3955;Service Public de Wallonie;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;837000000;Air
14740;vl01753206000159;FINA ANTWERP OLEFINS;Scheldelaan;10;2030;Antwerpen;Belgium;51.25782;4.3309717;Vlaamse Milieumaatschappij (VMM);4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;824000000;Air
14750;vl01764822000238;EDF LUMINUS;Buitenring-Wondelgem;10;9000;Gent;Belgium;51.10363;3.7243412;Vlaamse Milieumaatschappij (VMM);1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;774000000;Air
15058;W042;YARA TERTRE sa-nv - CETPROBEL sa;RUE DE LA CARBO;10;7333;TERTRE;Belgium;50.48;3.7986;Service Public de Wallonie;4.(c);Chemical industry;Chemical installations for the production on an industrial scale of phosphorous-, nitrogen- or potassium-based fertilisers (simple or compound fertilisers);;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;762000000;Air
15093;W081;ELECTRABEL SA - CENTRALE DES AWIRS;QUAI DU HALAGE;49;4400;FLEMALLE-HAUTE;Belgium;50.5864;5.4226;Service Public de Wallonie;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;730000000;Air
15038;W022;CBR sa - Site dAntoing;Rue du Coucou;8;7640;Antoing;Belgium;50.576;3.4426;Service Public de Wallonie;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;714000000;Air
15502;vl00686088000164;ZANDVLIET POWER - TERREIN BASF;Scheldelaan;600;2040;Antwerpen;Belgium;51.355602;4.267469;Vlaamse Milieumaatschappij (VMM);1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;696000000;Air
15543;vl01764605000124;AIR LIQUIDE LARGE INDUSTRY;Scheldelaan,Blokvelden G600 en E650;600;2040;Antwerpen;Belgium;51.355602;4.267469;Vlaamse Milieumaatschappij (VMM);4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;689000000;Air
15037;W021;HOLCIM Belgique sa - Usine dOBOURG;Rue des Fabriques;2;7034;Obourg;Belgium;50.4723;3.9939;Service Public de Wallonie;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;678000000;Air
14634;vl00220175000160;STORA ENSO LANGERBRUGGE;Wondelgemkaai;200;9000;Gent;Belgium;51.107063;3.7326386;Vlaamse Milieumaatschappij (VMM);6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;662000000;Air
182341;W350;MARCINELLE ENERGIE S.A.;Rue de la Providence;150;6030;Charleroi (Marchienne au Pont);Belgium;50.4098;4.4332;Service Public de Wallonie;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;577000000;Air
14620;vl00125118000187;EVONIK DEGUSSA ANTWERPEN;Tijsmanstunnel-West;Z/N;2040;Antwerpen;Belgium;51.30386;4.306186;Vlaamse Milieumaatschappij (VMM);4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;517000000;Air
98623;W226;BIOWANZE;Léon Charlier;11;4520;Wanze;Belgium;50.5308;5.2071;Service Public de Wallonie;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;500000000;Air
15041;W025;CARMEUSE sa - Site dAisemont;RUE DE BOUDJESSE;1;5070;AISEMONT;Belgium;50.4096;4.6417;Service Public de Wallonie;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;486000000;Air
14834;vl01853961002222;ELECTRABEL CENTRALE HERDERSBRUG;Pathoekeweg;300;8000;Brugge;Belgium;51.2627;3.2103052;Vlaamse Milieumaatschappij (VMM);1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;467000000;Air
15043;W027;LHOIST INDUSTRIE sa - Site de On;USINE DE ON;;6900;MARCHE-EN-FAMENNE;Belgium;50.1649;5.268;Service Public de Wallonie;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;461000000;Air
65625;W262;INDUSTRIE DU BOIS VIELSALM & CIE - IBV;Rue de la Forêt;1;6690;Vielsalm;Belgium;50.2931;5.9549;Service Public de Wallonie;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;458000000;Air
15114;W104;IPALLE - Usine dincinération;HAMEAU DE RIBONFOSSE;9;7971;THUMAIDE;Belgium;50.549;3.6266;Service Public de Wallonie;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;440000000;Air
15285;Bxl06;Bruxelles-Energie;Quai Léon Monnoyer;8;1000;Bruxelles;Belgium;50.8831;4.38037;Brussels Environment;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;427000000;Air
65737;vl00706142000133;ESSENT ENERGIE BELGIE;Nieuwe Weg;01. Mrz;2070;Zwijndrecht;Belgium;51.23303;4.3175244;Vlaamse Milieumaatschappij (VMM);1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;426000000;Air
14758;vl01866366000196;INDEPENDENT BELGIAN REFINERY;Scheldelaan;490;2040;Antwerpen;Belgium;51.340908;4.2781467;Vlaamse Milieumaatschappij (VMM);1.(a);Energy sector;Mineral oil and gas refineries;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;423000000;Air
15094;W082;ELECTRABEL - CENTRALE BAUDOUR-St GHISLAIN;RUE DE HAUTRAGE;87;7331;BAUDOUR;Belgium;50.4712;3.8257;Service Public de Wallonie;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;417000000;Air
